id,time_mandante,gols_mandante,gols_visitante,time_visitante,rodada,campeonato,data,pontos_mandante,pontos_visitante,detalhes
647,Flamengo,2,0,Botafogo,25,2002,2002-11-02,3,0," [Zé Carlos 21', Iranildo 67']"
648,Guarani,0,2,Santos,25,2002,2002-11-02,0,3," [Diego Ribas 31', Robinho 43']"
649,Internacional,0,1,Coritiba,25,2002,2002-11-02,0,3, [Lima 89']
650,Vasco da Gama,1,0,Palmeiras,25,2002,2002-11-03,3,0, [Léo Lima 64']
651,Corinthians,0,2,Fluminense,25,2002,2002-11-03,0,3," [Andrei 29', Roni 41']"
652,Cruzeiro,3,2,Grêmio,25,2002,2002-11-03,3,0," [Alex 3', Fábio Júnior 38', 57'p; Rodrigo Fabri 15', 88']"
653,Ponte Preta,0,0,Portuguesa,25,2002,2002-11-03,1,1,
654,Atlético-PR,2,2,Atlético-MG,25,2002,2002-11-03,1,1," [David 5', Dagoberto 28'; Hélcio 65', Alexandre 84']"
655,Paysandu,2,1,Figueirense,25,2002,2002-11-03,3,0," [Vandick 73', Wélber 82'; Lino 6'p]"
656,Goiás,4,0,Paraná,25,2002,2002-11-03,3,0," [Neném 13', Evair 39'p, 83', Bismarck 81']"
657,São Caetano,2,1,Juventude,25,2002,2002-11-03,3,0," [Adhemar 21', Magrão 71'; Valdo 85']"
658,Vitória,1,0,Bahia,25,2002,2002-11-03,3,0, [Fernando 38'p]
659,Fluminense,0,3,Palmeiras,26,2002,2002-11-06,0,3," [Zinho 22', Flávio Luís 58', Juninho 85']"
660,São Paulo,5,3,Vasco da Gama,26,2002,2002-11-06,3,0," [Luís Fabiano 45+1'p, 69', 73', Jean Narde 62', Júlio Santos 75'; Ramón Menezes 36', 39', Zé Carlos 68']"
661,Atlético-PR,2,1,Paysandu,26,2002,2002-11-06,3,0," [Douglas Silva 31', Adriano Vieira 35'; Vandick 71']"
662,Vitória,3,1,Guarani,26,2002,2002-11-06,3,0," [Alexsandro 75', 90+1', Fernando 85'; Júnior 49']"
663,Figueirense,0,2,Grêmio,26,2002,2002-11-06,0,3," [Rodrigo Mendes 31, Rodrigo Fabri 80']"
664,Gama,2,3,Cruzeiro,26,2002,2002-11-06,0,3," [Romualdo 12', Anderson 16'; Fábio Júnior 57', Leandro Wanderley 74', Cris 82']"
665,São Caetano,1,1,Internacional,26,2002,2002-11-06,1,1, [Luís Carlos Capixaba 45'; Fernando Baiano 83']
666,Atlético-MG,3,1,Coritiba,26,2002,2002-11-07,3,0," [Kim 13', Marques 40'p, 90'; Da Silva 25']"
667,Paraná,2,0,Botafogo,26,2002,2002-11-07,3,0," [Fábio Luís 33', Márcio 72']"
668,Corinthians,5,2,Portuguesa,26,2002,2002-11-07,3,0," [Deivid 28', 75', Guilherme 35', 52', 78'; Éder 41', Alex Alves 57'p]"
669,Vasco da Gama,4,1,Vitória,27,2002,2002-11-09,3,0," [Russo 39', Ramón Menezes 48'p, Dejan Petkovic 67', Valdir Bigode 88'; Zé Roberto 37']"
670,Cruzeiro,4,1,Atlético-PR,27,2002,2002-11-09,3,0," [Igor 15'og, Fábio Júnior 25', Luisão 44', Marcelo Batatais 58'; Igor 24']"
671,Santos,1,3,Ponte Preta,27,2002,2002-11-09,0,3," [Robinho 49'p; Basílio 15', 29', Caíco 32']"
672,Grêmio,2,2,São Caetano,27,2002,2002-11-09,1,1," [Rodrigo Fabri 1', Gilberto 76'; Luís Carlos Capixaba 41', Marlon 83']"
673,Paysandu,3,2,Fluminense,27,2002,2002-11-09,3,0," [Souza 43'p, Rato 70', Marcos Dobrada 83'; Andrei 6', Fábio Bala 89']"
674,Botafogo,2,1,Corinthians,27,2002,2002-11-10,3,0," [Lúcio 10', Fábio 89'; Rogério Régis 19'p]"
675,Portuguesa,1,2,Flamengo,27,2002,2002-11-10,0,3," [Ricardo Oliveira 55'; Alessandro 41', Athirson 79'p]"
676,Coritiba,2,0,Paraná,27,2002,2002-11-10,3,0," [Tcheco 84', Jabá 89']"
677,Guarani,1,1,Bahia,27,2002,2002-11-10,1,1, [Sérgio Alves 58'p; Bebeto Campos 64']
678,Juventude,3,2,Internacional,27,2002,2002-11-10,3,0," [Marcelo Pereira 5', Cláudio Pitbull 36', Michel 58'; Fabiano Costa 33', Chris 70']"
679,Goiás,3,1,Atlético-MG,27,2002,2002-11-10,3,0," [Evair 24'p, 28'p, Araújo 60'; Mancini 17']"
680,Vasco da Gama,2,0,Ponte Preta,28,2002,2002-11-13,3,0," [Valdir Bigode 33', Ramón Menezes 79']"
681,Palmeiras,1,1,Flamengo,28,2002,2002-11-13,1,1, [Nenê 60'; Liédson 33']
682,Atlético-MG,6,4,Gama,28,2002,2002-11-13,3,0," [Renaldo 14', 52', 90+3'p, Mancini 43', Kim 79', Marques 82'; Anderson 50', Nen 57', Rodriguinho 74', Dimba 86'p]"
683,Internacional,0,1,Cruzeiro,28,2002,2002-11-13,0,3, [Luisão 24']
684,Coritiba,1,2,Figueirense,28,2002,2002-11-13,0,3," [Lúcio Flávio 16'; Thiago Gentil 1', 56']"
685,Bahia,0,0,Corinthians,28,2002,2002-11-13,1,1,
686,Juventude,0,0,Paysandu,28,2002,2002-11-13,1,1,
687,Fluminense,2,0,Portuguesa,28,2002,2002-11-14,3,0," [Romário 41'´p, 57'p]"
688,São Paulo,3,2,Vitória,28,2002,2002-11-14,3,0," [Kaká 25', Leandro Amaral 30', Reinaldo Oliveira 55'p; Zé Roberto 9', Leílton 14']"
689,Paraná,1,1,Grêmio,28,2002,2002-11-14,1,1, [William 82'; Ânderson Polga 43']
690,Guarani,2,0,Botafogo,28,2002,2002-11-14,3,0," [Marquinhos 7', Luís Fernando Martinez 51']"
691,Flamengo,2,2,Guarani,29,2002,2002-11-17,1,1," [Zé Carlos 7', Liédson 63'; Creedence 19', Sérgio Alves 23']"
692,Botafogo,0,1,São Paulo,29,2002,2002-11-17,0,3, [Dill 55']
693,Corinthians,1,1,Vasco da Gama,29,2002,2002-11-17,1,1, [Guilherme 65'; Ramón Menezes 86'p]
694,Portuguesa,2,4,Bahia,29,2002,2002-11-17,0,3," [Ricardo Oliveira 64', 85'; Nonato 36', 48', 74', Bebeto Campos 79']"
695,Cruzeiro,2,0,Goiás,29,2002,2002-11-17,3,0," [Marcelo Ramos 55', 82']"
696,Grêmio,1,0,Atlético-MG,29,2002,2002-11-17,3,0, [Anderson Lima 29']
697,Atlético-PR,4,0,Juventude,29,2002,2002-11-17,3,0," [Jadílson 65', 75', 85', Alex Mineiro 71']"
698,Paysandu,0,2,Internacional,29,2002,2002-11-17,0,3," [Mahicon Librelato 58', Fernando Baiano 61']"
699,Vitória,4,3,Palmeiras,29,2002,2002-11-17,3,0," [Allann Delon 3', Aristizábal 26'p, Zé Roberto 76', André 85'; Flávio Luís 4', Nenê 48', Javier Arce 88'p]"
700,Ponte Preta,2,3,Fluminense,29,2002,2002-11-17,0,3," [Caíco 52', Fabrício Carvalho 64'; Roni 68', 72', Romário 80']"
701,Figueirense,2,2,Paraná,29,2002,2002-11-17,1,1," [Lino 9', Thiago Gentil 32'; Maurílio 78', 83']"
702,Gama,4,0,Coritiba,29,2002,2002-11-17,3,0," [Dimba 45+2', 85', Dario Larrosa 80', Rodriguinho 83']"
703,São Caetano,3,2,Santos,29,2002,2002-11-17,3,0," [Claudecir 41', 63', Luís Carlos Capixaba 53'; Alex Rodrigo 58', Alberto 87'p]"
