id,time_mandante,gols_mandante,gols_visitante,time_visitante,rodada,campeonato,data,pontos_mandante,pontos_visitante,detalhes
421,Vitória,1,1,Atlético-PR,4,2002,2002-08-21,1,1, [Fernando 44'; Kléber 45+1']
422,Goiás,1,1,Bahia,4,2002,2002-08-21,1,1, [Kley 70'; Nonato 25']
423,Santos,3,0,Figueirense,4,2002,2002-08-21,3,0," [Léo 42', Renato 48', Douglas 87']"
424,Vasco da Gama,0,1,Gama,4,2002,2002-08-22,0,3, [Dimba 40']
425,Palmeiras,3,2,São Caetano,4,2002,2002-08-22,3,0," [Javier Arce 11', 80', Dodô 68'; Adhemar 66', Marco Aurélio 90+1']"
426,Grêmio,0,2,Guarani,4,2002,2002-08-22,0,3," [Brener 30', Sérgio Alves 60']"
427,Ponte Preta,2,0,Cruzeiro,4,2002,2002-08-22,3,0," [Alex Oliveira 35', Rodrigo Costa 43']"
428,Flamengo,1,2,Paysandu,5,2002,2002-08-24,0,3," [Zé Carlos 59'; Jóbson 61'p, Balão 76']"
429,Internacional,2,2,São Paulo,5,2002,2002-08-24,1,1," [Fabiano Costa 46', Cleiton Xavier 45+4'; Reinaldo Oliveira 32', 63']"
430,Figueirense,0,3,Botafogo,5,2002,2002-08-24,0,3," [Carlos Alberto 22', Ademílson 47', Galeano 67']"
431,Palmeiras,0,4,Atlético-MG,5,2002,2002-08-25,0,3," [Mancini 20', 44', Leonardo Oliveira 70', Souza 84']"
432,Fluminense,1,1,Santos,5,2002,2002-08-25,1,1, [Roni 90+2'; Diego Ribas 56']
433,Coritiba,1,2,Corinthians,5,2002,2002-08-25,0,3," [Genílson 12'; Deivid 67', Leandro Azevedo 81']"
434,Portuguesa,1,0,Gama,5,2002,2002-08-25,3,0, [Ricardo Oliveira 46']
435,Cruzeiro,2,1,Bahia,5,2002,2002-08-25,3,0," [Cris 2', 44'; Valdomiro 25']"
436,Vitória,2,1,Juventude,5,2002,2002-08-25,3,0," [Aristizábal 10', 85'; Edmílson 32']"
437,Ponte Preta,1,1,Grêmio,5,2002,2002-08-25,1,1, [Valdir Lucas 66'; Rodrigo Fabri 31']
438,Goiás,2,4,Vasco da Gama,5,2002,2002-08-25,0,3," [Géder 6'og, Finazzi 79'; Souza 15', Rodrigo Souto 34', Washington Silva 63', Cadu 73']"
439,Guarani,1,1,Internacional,6,2002,2002-08-28,1,1, [Sangaletti 90+2'; Fernando Baiano 90+2'p]
440,Juventude,2,0,Fluminense,6,2002,2002-08-28,3,0," [Cláudio Pitbull 39', 85']"
441,Santos,2,1,Paraná,6,2002,2002-08-28,3,0," [Léo 63', Diego Ribas 77'p; Maurílio 46']"
442,Gama,2,1,Flamengo,6,2002,2002-08-28,3,0," [Rafael 26', Paulo Nunes 72'; Zé Carlos 66']"
443,Atlético-PR,1,0,Palmeiras,6,2002,2002-08-28,3,0, [Kléber 34']
444,Corinthians,1,1,Cruzeiro,6,2002,2002-08-28,1,1, [Rogério Régis 24'; Fábio Júnior 15']
445,Bahia,1,2,Figueirense,6,2002,2002-08-28,0,3," [Robgol 84'p; William 60', Pires 67']"
446,São Paulo,2,0,Goiás,6,2002,2002-08-29,3,0," [Luís Fabiano 47', 89']"
447,Grêmio,0,0,Portuguesa,6,2002,2002-08-29,1,1,
448,Atlético-MG,2,1,Vitória,6,2002,2002-08-29,3,0," [Renaldo 12', Marques 53'; Fernando 45']"
449,Coritiba,2,0,Fluminense,7,2002,2002-08-31,3,0," [Da Silva 16', Jabá 85']"
450,Botafogo,1,0,Gama,7,2002,2002-08-31,3,0, [Galeano 77']
451,Corinthians,0,3,Atlético-PR,7,2002,2002-08-31,0,3," [Kléber 23', Fabiano 30', Kléberson 83']"
452,Internacional,3,0,Santos,7,2002,2002-08-31,3,0," [Fernando Baiano 13'p, Mahicon Librelatto 60', Carlos Miguel 90']"
453,Flamengo,1,1,Cruzeiro,7,2002,2002-09-01,1,1, [Iranildo 32'; Fábio Júnior 16']
454,São Paulo,2,0,Grêmio,7,2002,2002-09-01,3,0," [Fábio Simplício 31', Kaká 33']"
455,Atlético-MG,0,0,Portuguesa,7,2002,2002-09-01,1,1,
456,Paraná,5,1,Palmeiras,7,2002,2002-09-01,3,0," [Márcio 6'p, 34', 55', 66', Fabinho 90+1'; Dodô 1']"
457,Vitória,5,1,Paysandu,7,2002,2002-09-01,3,0," [Samir 21', André 32', 56', 74', 84'; Jóbson 34'p]"
458,Ponte Preta,0,1,São Caetano,7,2002,2002-09-01,0,3, [Marlon 63']
459,Juventude,1,0,Vasco da Gama,7,2002,2002-09-01,3,0, [Marcelo Pereira 53'p]
460,Goiás,1,2,Guarani,7,2002,2002-09-01,0,3," [Zé Carlos 46'; Bruno Quadros 10', Sérgio Alves 77']"
461,Vasco da Gama,1,2,Atlético-MG,8,2002,2002-09-04,0,3," [Cadu 21'; Mancini 22', Kim 64']"
462,Flamengo,5,2,Fluminense,8,2002,2002-09-04,3,0," [Athirson 12', Zé Carlos 18', Liédson 58', Iranildo 68', Fábio Baiano 78'; César 1', Roni 90+1']"
463,Palmeiras,2,2,Coritiba,8,2002,2002-09-04,1,1," [Fabiano Eller 25', Darío Muñoz 68'; Lima 39', Da Silva 45']"
464,Cruzeiro,3,1,São Paulo,8,2002,2002-09-04,3,0," [Marcelo Ramos 24', Luisão 48', Fábio Júnior 85'; Luís Fabiano 72']"
465,Atlético-PR,2,0,Botafogo,8,2002,2002-09-04,3,0," [Alex Mineiro 62', Dagoberto 67']"
466,Paysandu,0,1,Corinthians,8,2002,2002-09-04,0,3, [Fábio Luciano 11']
467,Bahia,3,2,Paraná,8,2002,2002-09-04,3,0," [Nonato 50', Gil Baiano 55', Daniel 74'; Maurílio 58', Márcio 83']"
468,Gama,0,0,Ponte Preta,8,2002,2002-09-04,1,1,
469,São Caetano,2,1,Guarani,8,2002,2002-09-04,3,0," [Adãozinho 44', Somália 56'; Émerson Ávila 69']"
470,Portuguesa,0,2,Internacional,8,2002,2002-09-05,0,3," [Mahicon Librelato 59', Fernando Baiano 90+1']"
471,Santos,3,0,Vitória,8,2002,2002-09-05,3,0," [Alberto 8', 11', Robinho 42']"
472,Vasco da Gama,1,0,Coritiba,9,2002,2002-09-07,3,0, [Dejan Petkovic 90+1']
473,Palmeiras,2,2,Gama,9,2002,2002-09-07,1,1," [Zinho 5', Dodô 21'; Dimba 41', 85']"
474,São Caetano,3,0,São Paulo,9,2002,2002-09-07,3,0," [Magrão 37', Marco Aurélio 54', Claudecir 90+3']"
475,Atlético-MG,2,0,Ponte Preta,9,2002,2002-09-07,3,0," [Hélcio 21', Neguete 37']"
476,Goiás,2,2,Botafogo,9,2002,2002-09-07,1,1," [Evair 22'p, 24'; Romeu 15', Ademílson 90+1']"
477,Fluminense,4,3,Figueirense,9,2002,2002-09-08,3,0," [Magno Alves 2', 43', Yan 75', Romário 88'; Selmir 50', 79', Mendes 85']"
478,Santos,2,2,Atlético-PR,9,2002,2002-09-08,1,1," [William 52', Alberto 70'; Canindé 6'og, Kléberson 69'p]"
479,Grêmio,4,0,Corinthians,9,2002,2002-09-08,3,0," [Rodrigo Fabri 16', 22', 47', Rodrigo Mendes 69']"
480,Paraná,3,0,Flamengo,9,2002,2002-09-08,3,0," [Márcio 40', Fabinho 66', Alexandre 77']"
481,Vitória,0,0,Internacional,9,2002,2002-09-08,1,1,
482,Juventude,2,1,Bahia,9,2002,2002-09-08,3,0," [Leonardo Manzi 14', 49'; Nonato 1']"
483,Guarani,2,0,Paysandu,9,2002,2002-09-08,3,0," [Brenner 10', Marquinhos 65']"
484,Flamengo,3,2,Atlético-PR,10,2002,2002-09-11,3,0," [Liédson 28', 39', Iranildo 69'p; Kléberson 10', Kléber 54']"
485,Portuguesa,3,2,São Caetano,10,2002,2002-09-11,3,0," [Édson Araújo 15', 42', Alexandre Gaúcho 39'; Adhemar 52', 76']"
486,Internacional,3,2,Palmeiras,10,2002,2002-09-11,3,0," [Luiz Alberto 22', Fernando Baiano 11', Cris 85'; Nenê 72', César 81']"
487,Coritiba,4,2,Santos,10,2002,2002-09-11,3,0," [Lúcio Flávio 38'p, Edinho Baiano 40', Reginaldo Araújo 41', Da Silva 65'; Diego Ribas 24', 30']"
488,Bahia,1,1,Grêmio,10,2002,2002-09-11,1,1, [Robgol 1'; Gilberto 66']
489,Ponte Preta,1,0,Paraná,10,2002,2002-09-11,3,0, [Macedo 6']
490,Figueirense,0,2,Vitória,10,2002,2002-09-11,0,3," [André 23', Samir 86']"
491,Paysandu,2,0,Vasco da Gama,10,2002,2002-09-11,3,0," [Albertinho 41', Marcos Dobrada 61']"
492,Botafogo,0,4,Juventude,10,2002,2002-09-12,0,3," [Marcelo Pereira 20', Leonardo Manzi 46', Michel 57', 63']"
493,Corinthians,3,0,Goiás,10,2002,2002-09-12,3,0," [Deivid 36', 42', Rogério Régis 39']"
494,Cruzeiro,0,2,Guarani,10,2002,2002-09-12,0,3," [Sérgio Alves 51', João Paulo 87']"
495,Gama,1,2,Fluminense,10,2002,2002-09-12,0,3," [Dimba 9'; César 25', Magno Alves 63']"
496,Internacional,2,4,Figueirense,11,2002,2002-09-14,0,3," [Márcio 86', Leandrão 90+1'; Thiago Gentil 28', Selmir 59', Marcelinho 85', "
497,Santos,2,0,Grêmio,11,2002,2002-09-14,3,0," [Alberto 33', Léo 89']"
498,Paraná,2,2,Atlético-PR,11,2002,2002-09-14,1,1," [Émerson 28', Fabinho 56'; Kléber 22', 33']"
499,Palmeiras,1,2,Bahia,11,2002,2002-09-14,0,3," [Alexandre 71'; Gil Baiano 14', Geraldo 88']"
500,São Paulo,6,0,Fluminense,11,2002,2002-09-15,3,0," [Júlio Baptista 6', Kaká 56', Régis 69', Leandro Amaral 81', Luís Fabiano 85', 89']"
501,Coritiba,3,1,Goiás,11,2002,2002-09-15,3,0," [Reginaldo Nascimento 74', Danilo 79', Lúcio Flávio 85'; Neném 39']"
502,Botafogo,1,1,Vasco da Gama,11,2002,2002-09-15,1,1, [Carlos Alberto 44'; Cadu 9']
503,Guarani,0,0,Corinthians,11,2002,2002-09-15,1,1,
504,São Caetano,4,0,Gama,11,2002,2002-09-15,3,0," [Wágner 4', Somália 15', 58', Lúcio 44']"
505,Vitória,4,3,Portuguesa,11,2002,2002-09-15,3,0," [Fernando 18', André 56', Ramalho 61', Marcos 89'; Alexandre Gaúcho 41', 74', Júnior 57']"
506,Juventude,1,0,Atlético-MG,11,2002,2002-09-15,3,0, [Índio 71']
507,Cruzeiro,3,1,Paysandu,11,2002,2002-09-15,3,0," [Marcelo Ramos 51', 53', Alessandro 90'; Gino 2']"
508,Vasco da Gama,1,2,Santos,12,2002,2002-09-18,0,3," [Rodrigo Souza 16'; Elano 5', Alex Rodrigo 62']"
509,Portuguesa,2,0,Botafogo,12,2002,2002-09-18,3,0," [Édson Araújo 76', Ricardo Oliveira 77']"
510,Goiás,3,0,São Caetano,12,2002,2002-09-18,3,0," [Neném 50', Jefferson Feijão 65', Tiago 82']"
511,Figueirense,3,1,Cruzeiro,12,2002,2002-09-18,3,0," [Igor 21', Thiago Gentil 39', William 90+2'; Luisão 45']"
512,Paysandu,1,1,Coritiba,12,2002,2002-09-18,1,1, [Jóbson 90+1'p; Lima 30']
513,Atlético-PR,1,3,Gama,12,2002,2002-09-18,0,3," [Kléber 70'; Dimba 7', 75', Rafael 27']"
514,Bahia,2,0,São Paulo,12,2002,2002-09-18,3,0," [Geraldo 75', Bebeto Campos 90+1']"
515,Ponte Preta,2,0,Palmeiras,12,2002,2002-09-18,3,0," [Elivélton 57'p, 62'p]"
516,Grêmio,2,0,Juventude,12,2002,2002-09-19,3,0," [Adriano Chuva 38', Tinga 76']"
517,Corinthians,2,1,Vitória,12,2002,2002-09-19,3,0," [Deivid 25', Fábio Luciano 57'; Allann Delon 85']"
518,Atlético-MG,4,1,Paraná,12,2002,2002-09-19,3,0," [Souza 9', Mancini 56', 63, 72'; Rodrigão 71']"
519,Botafogo,0,2,Coritiba,13,2002,2002-09-21,0,3, [Jabá 24' 86']
520,Portuguesa,0,1,Cruzeiro,13,2002,2002-09-21,0,3, [Alessandro 75']
521,Figueirense,1,0,Palmeiras,13,2002,2002-09-21,3,0, [Selmir 38']
522,Santos,1,1,Goiás,13,2002,2002-09-21,1,1, [Elano 39'; Araújo 34']
523,Vasco da Gama,1,1,Internacional,13,2002,2002-09-22,1,1, [Ely Thadeu 73'; Fernando Baiano 56']
524,Corinthians,2,1,Paraná,13,2002,2002-09-22,3,0," [Guilherme 83', 86'; Márcio 21']"
525,Atlético-MG,0,3,Flamengo,13,2002,2002-09-22,0,3," [Liédson 48', 62'; Zé Carlos 58']"
526,Atlético-PR,1,1,São Paulo,13,2002,2002-09-22,1,1, [Dagoberto 74'; Ricardinho 87']
527,Paysandu,4,3,Ponte Preta,13,2002,2002-09-22,3,0," [Jóbson 21', 48', Rato 63', Wélber 76'; Humberto 41', 50', Fabrício Carvalho 43']"
528,Guarani,0,0,Juventude,13,2002,2002-09-22,1,1,
529,São Caetano,1,0,Bahia,13,2002,2002-09-22,3,0, [Daniel 18']
530,Grêmio,4,0,Vitória,13,2002,2002-09-22,3,0," [Rodrigo Fabri 2', 61', 85', Emerson 83']"
531,São Paulo,1,2,Atlético-MG,14,2002,2002-09-25,0,3," [Júlio Baptista 87'; Mancini 11', Paulinho 84']"
532,Cruzeiro,4,0,Vasco da Gama,14,2002,2002-09-25,3,0," [Marcelo Ramos 32', Paulo Miranda 45', Fábio Júnior 53', Alessandro 68']"
533,Internacional,1,0,Bahia,14,2002,2002-09-25,3,0, [Mahicon Librelato 40']
534,Fluminense,0,1,Atlético-PR,14,2002,2002-09-25,0,3, [Adriano Vieira 46']
535,Paraná,1,2,Guarani,14,2002,2002-09-25,0,3," [Márcio 41'; Sérgio Alves 35', 58']"
536,Vitória,2,2,São Caetano,14,2002,2002-09-25,1,1," [Alessandro 66', Nadson 90+2'; Adhemar 45+1', Wágner 60']"
537,Ponte Preta,3,2,Figueirense,14,2002,2002-09-25,3,0," [Humberto 20', Hernâni 50', Farício Carvalho 54'; André Luís 25', Thiago Gentil 61']"
538,Juventude,0,1,Corinthians,14,2002,2002-09-25,0,3, [Renato 64'og]
539,Gama,0,0,Santos,14,2002,2002-09-26,1,1,
540,Coritiba,2,0,Portuguesa,14,2002,2002-09-26,3,0," [Lima 10', 43']"
541,Palmeiras,1,0,Paysandu,14,2002,2002-09-26,3,0, [Itamar 70']
542,Flamengo,2,3,Grêmio,14,2002,2002-09-26,0,3," [Fábio Baiano 64', Hugo 81'; Gilberto 45+1', Tinga 53', Rodrigo Fabri 55']"
543,Internacional,1,2,Paraná,15,2002,2002-09-28,0,3," [Cleitão 4'; Maurílio 6', 16']"
544,Fluminense,2,1,Guarani,15,2002,2002-09-28,3,0," [Magno Alves 3', Marcão 8'; Sérgio Alves 86'p]"
545,Bahia,1,2,Botafogo,15,2002,2002-09-28,0,3," [Geraldo 36'; Lúcio 85', 88']"
546,Cruzeiro,2,1,Juventude,15,2002,2002-09-28,3,0," [Alex 34', Alessandro 63'; Valdo 45']"
547,Atlético-PR,0,1,São Caetano,15,2002,2002-09-28,0,3, [Claudecir 22']
548,Vasco da Gama,4,0,Portuguesa,15,2002,2002-09-29,3,0," [Geder 26', Valdir Bigode 45+1', 48', Léo Lima 90+1']"
549,São Paulo,2,2,Corinthians,15,2002,2002-09-29,1,1," [Reinaldo Oliveira 70', 80'; Gil 57', 90']"
550,Paysandu,5,2,Atlético-MG,15,2002,2002-09-29,3,0," [Jóbson 21'p, Luís Fernando 29', Magno 61, Zé Augusto 63', Sandro 71'; Mancini 16', 80']"
551,Ponte Preta,3,1,Flamengo,15,2002,2002-09-29,3,0," [Fabrício Carvalho 45+1', 52', Caíco 51; Fábio Baiano 85'p]"
552,Figueirense,2,1,Gama,15,2002,2002-09-29,3,0," [Igor 55', 60'; Dimba 70']"
553,Goiás,4,1,Grêmio,15,2002,2002-09-29,3,0," [Araújo 41', 72', Neném 47'p, 49'; Rodrigo Fabri 45'p]"
554,Santos,1,1,Palmeiras,15,2002,2002-09-29,1,1, [Robinho 21'; Javier Arce 87']
555,Grêmio,3,0,Paysandu,16,2002,2002-10-02,3,0," [Rodrigo Fabri 70', 81', 83']"
556,Botafogo,2,1,Ponte Preta,16,2002,2002-10-02,3,0," [Ademílson 63', Galeano 78'p; Elivélton 83'p]"
557,Gama,1,1,Internacional,16,2002,2002-10-02,1,1, [Dimba 51'; Cleiton Xavier 52']
558,São Caetano,1,0,Coritiba,16,2002,2002-10-02,3,0, [Robert 73']
559,Palmeiras,1,1,São Paulo,16,2002,2002-10-02,1,1, [Darío Muñoz 37'; Luís Fabiano 40']
560,Vitória,2,1,Fluminense,16,2002,2002-10-02,3,0," [Aristizábal 49', Paulo Rodrigues 62'; Beto 56']"
561,Juventude,2,1,Goiás,16,2002,2002-10-02,3,0," [Índio 23', Leonardo Manzi 27'; Jefferson Feijão 46']"
562,Flamengo,1,1,Bahia,16,2002,2002-10-02,1,1, [Iranildo 1'p; Nei Fabiano 82']
563,Paraná,1,1,Cruzeiro,16,2002,2002-10-03,1,1, [Emerson 20'; Paulo Miranda 75']
564,Corinthians,2,4,Santos,16,2002,2002-10-03,0,3," [Fabinho 56', Leandro Azevedo 80'; Alberto 18', 31', Elano 47', 53']"
565,Atlético-MG,0,2,Figueirense,16,2002,2002-10-03,0,3," [Lino 15', 90'p]"
566,Botafogo,1,1,São Caetano,17,2002,2002-10-05,1,1, [Ademílson 32'; Robert 71']
567,Flamengo,2,3,São Paulo,17,2002,2002-10-05,0,3," [Liédson 59', 89'; Reinaldo Oliveira 25', 57', Kaká 81']"
568,Gama,2,0,Paysandu,17,2002,2002-10-05,3,0," [Rafael 8', Dimba 64']"
569,Palmeiras,2,1,Portuguesa,17,2002,2002-10-05,3,0," [Juninho 11', Alexandre 67'; Alex Alves 20']"
570,Goiás,0,0,Atlético-PR,17,2002,2002-10-05,1,1,
571,Guarani,1,2,Vasco da Gama,17,2002,2002-10-05,0,3," [Léo 33'; Rodrigo Souto 22', Ramón Menezes 35']"
572,Fluminense,3,2,Paraná,18,2002,2002-10-08,3,0," [Romário 9', 21', Magno Alves 81'; Márcio 45', Alexandre 73']"
573,São Paulo,3,1,Coritiba,18,2002,2002-10-08,3,0," [Reinaldo Oliveira 7', 68', Jorginho Paulista 83'; Willians 89']"
574,Guarani,3,1,Gama,18,2002,2002-10-08,3,0," [Sérgio Alves 3', 66', Léo 87'; Dimba 41']"
575,Grêmio,1,1,Botafogo,18,2002,2002-10-09,1,1, [Roberto 59'; Odvan 77']
576,Flamengo,2,0,São Caetano,18,2002,2002-10-09,3,0," [Liédson 3', 75']"
577,Corinthians,2,2,Figueirense,18,2002,2002-10-09,1,1," [Rogério Régis 7', Guilherme 81'; Mendes 60', Lino 82'p]"
578,Santos,3,2,Atlético-MG,18,2002,2002-10-09,3,0," [Alberto 27', Alex Rodrigo 84', Robinho 88'; Souza 55', Paulinho 90+2']"
579,Atlético-PR,0,1,Ponte Preta,18,2002,2002-10-09,0,3, [Macedo 81']
580,Paysandu,3,2,Bahia,18,2002,2002-10-09,3,0," [Souza 4', 76', Jóbson 29'; Nonato 14', Jair 18']"
581,Vitória,4,2,Cruzeiro,18,2002,2002-10-09,3,0," [Aristizábal 42'p, 76', 85', Élson 50'; Maicon 16', Fábio Júnior 30']"
582,Juventude,1,1,Portuguesa,18,2002,2002-10-09,1,1, [Edmílson 83'; Alex Alves 54']
583,Goiás,4,2,Palmeiras,18,2002,2002-10-09,3,0," [Fabão 23', Araújo 30', 57', Evair 34'; Javier Arce 50'p, 73'p]"
584,Palmeiras,2,2,Juventude,19,2002,2002-10-12,1,1," [Javier Arce 54'p, Rubens Cardoso 90+1'; Leonardo Manzi 83', 85']"
585,Figueirense,0,3,São Paulo,19,2002,2002-10-12,0,3," [Kaká 34', 77', Luís Fabiano 86']"
586,São Caetano,2,0,Vasco da Gama,19,2002,2002-10-12,3,0," [Marco Aurélio 27', Adhemar 48']"
587,Paraná,1,0,Vitória,19,2002,2002-10-12,3,0, [Márcio 65']
588,Botafogo,1,0,Paysandu,19,2002,2002-10-13,3,0, [Rodrigão 19']
589,Portuguesa,1,1,Atlético-PR,19,2002,2002-10-13,1,1, [Édson Araújo 90'p; Dagoberto 60']
590,Ponte Preta,3,2,Goiás,19,2002,2002-10-13,3,0," [Caíco 14', Alex Oliveira 31', Fabrício Carvalho 39'; Araújo 22', André Cruz 28']"
591,Cruzeiro,1,4,Santos,19,2002,2002-10-13,0,3," [Elano 4', 53', André Luiz 18', Robinho 62'; Joãozinho 86']"
592,Internacional,2,2,Fluminense,19,2002,2002-10-13,1,1," [Daniel Carvalho 53', Mahicon Librelato 86'; Magno Alves 32', Romário 78']"
593,Coritiba,0,1,Guarani,19,2002,2002-10-13,0,3, [Luís Fernando Martinez 51']
594,Gama,1,3,Corinthians,19,2002,2002-10-13,0,3," [Lindomar 5'p; Deivid 32', Renato 54', Gil 64']"
595,Bahia,5,3,Atlético-MG,19,2002,2002-10-13,3,0," [Nonato 11', Gutiérrez 14'og, Valdomiro 55', Robgol 79', Geraldo 89'; Marques 9', Mancini 19', Michel 45+1']"
596,Paysandu,3,1,Paraná,20,2002,2002-10-16,3,0," [Balão 65', 69', 84'; Waldir 90']"
597,Vasco da Gama,2,1,Flamengo,20,2002,2002-10-16,3,0," [Ramón Menezes 31', 84'; Iranildo 40'p]"
598,Coritiba,0,0,Grêmio,20,2002,2002-10-16,1,1,
599,Internacional,1,2,Goiás,20,2002,2002-10-16,0,3," [Mahicon Librelato 83'; Márcio 31'og, Evair 47']"
600,Figueirense,3,2,Atlético-PR,20,2002,2002-10-16,3,0," [Thiago Gentil 23', 64', Paulo Sérgio 50'; Adriano Vieira 31', Kléberson 55']"
601,Gama,1,0,Juventude,20,2002,2002-10-16,3,0, [Dimba 71']
602,São Paulo,3,2,Santos,20,2002,2002-10-16,3,0," [Luís Fabiano 56'p, Reinaldo Oliveira 58', Ricardinho 89'p; Robert 70', Diego Ribas 83'p]"
603,Bahia,2,1,Ponte Preta,20,2002,2002-10-16,3,0," [Robgol 40'p, Nonato 65'; Valdir Lucas 63']"
604,Palmeiras,4,2,Guarani,20,2002,2002-10-17,3,0," [Juninho 4', Javier Arce 28'p, Itamar 38', César 41'; Sérgio Alves 50'p, Adriano 53']"
605,Botafogo,1,4,Vitória,20,2002,2002-10-17,0,3," [Lúcio 51'; Allann Delon 4', 40', Aristizábal 13', 67']"
606,Atlético-MG,2,1,São Caetano,20,2002,2002-10-17,3,0," [Paulinho 27', Michel 40'; Magrão 81'p]"
607,Santos,1,2,Portuguesa,21,2002,2002-10-19,0,3," [Diego Ribas 10'; César 32', Danilo 67']"
608,Vasco da Gama,1,0,Paraná,21,2002,2002-10-19,3,0, [Ramón Menezes 43']
609,Grêmio,3,1,Gama,21,2002,2002-10-19,3,0," [Rodrigo Fabri 73', Anderson Lima 76'p, 90'p; Dimba 13']"
610,Corinthians,1,0,Ponte Preta,21,2002,2002-10-20,3,0, [Marcinho 74']
611,Fluminense,1,0,Bahia,21,2002,2002-10-20,3,0, [Romário 60']
612,Cruzeiro,1,2,Atlético-MG,21,2002,2002-10-20,0,3," [Luisão 81'; Souza 56', Paulinho 65']"
613,Guarani,1,2,São Paulo,21,2002,2002-10-20,0,3," [Luís Fernando Martinez 40'; Ricardinho 24', Luís Fabiano 38'p]"
614,Vitória,1,2,Flamengo,21,2002,2002-10-20,0,3," [Allann Delon 79'; Zé Carlos 14', Liédson 58']"
615,São Caetano,2,1,Paysandu,21,2002,2002-10-20,3,0," [Magrão 74'p, Adhemar 85'; Balão 79']"
616,Goiás,1,0,Figueirense,21,2002,2002-10-20,3,0, [Josué 80']
617,Atlético-PR,2,3,Internacional,21,2002,2002-10-20,0,3," [Alex Mineiro 23', Fabiano 85'; Mahicon Librelato 22', Luís Alberto 47', 73']"
618,Juventude,5,3,Coritiba,21,2002,2002-10-20,3,0," [Índio 6', Edmílson 19', Cláudio Pitbull 38', 49', Itaqui 66'; Da Silva 21', Lúcio Flávio 62'p, 64'p]"
619,Corinthians,2,2,Palmeiras,22,2002,2002-10-23,1,1," [Gil 6', Rogério Régis 70'p; Itamar 18', Javier Arce 61'p]"
620,Portuguesa,2,0,Guarani,22,2002,2002-10-23,3,0," [Ricardo Oliveira 30', Édson Araújo 45']"
621,São Caetano,1,1,Cruzeiro,22,2002,2002-10-23,1,1, [Adhemar 73'; Luisão 32']
622,Figueirense,2,1,Flamengo,22,2002,2002-10-23,3,0," [Lino 59'p, Thiago Gentil 82'; Felipe Mello 46']"
623,Fluminense,2,2,Goiás,22,2002,2002-10-23,1,1," [Romário 26', 72'; Araújo 43', Danilo 89']"
624,Paraná,2,1,Gama,22,2002,2002-10-23,3,0," [Maurílio 31'p, 58'; Jackson 17']"
625,Paysandu,2,1,Santos,22,2002,2002-10-23,3,0," [Zé Augusto 11', Vandick 86'; Elano 13']"
626,Ponte Preta,1,1,Vitória,22,2002,2002-10-23,1,1, [Hernâni 80'; Allann Delon 12']
627,Bahia,4,2,Vasco da Gama,22,2002,2002-10-23,3,0," [Nonato 30', Jair 33', Calisto 58', Robgol 62'; Ramón Menezes 61', 69']"
628,Botafogo,2,3,Fluminense,23,2002,2002-10-26,0,3," [Galeano 32'p, Leonardo Inácio 62'; César 39', Magno Alves 70', Romário 81'p]"
629,Portuguesa,1,3,São Paulo,23,2002,2002-10-26,0,3," [Rogério Ceni 30', Luís Fabiano 63', 73'; Luiz Henrique 42']"
630,Internacional,0,1,Grêmio,23,2002,2002-10-26,0,3, [Rodrigo Mendes 80']
631,Santos,3,0,Flamengo,23,2002,2002-10-26,3,0," [William 26', Robert 32', Robinho 40']"
632,Atlético-PR,1,0,Coritiba,23,2002,2002-10-26,3,0, [Kléber 13']
633,Gama,0,1,Goiás,23,2002,2002-10-26,0,3, [Tiago 8']
634,Juventude,3,2,Figueirense,23,2002,2002-10-26,3,0," [Leonardo Manzi 52', 79', Gaúcho 90+2'; Selmir 6', Igor 50']"
635,Guarani,2,4,Ponte Preta,23,2002,2002-10-28,0,3," [Sérgio Alves 15', João Paulo 36'; Marinho 39', Valdir Lucas 40', Basílio 75', Elivélton 89'p]"
636,Flamengo,0,1,Corinthians,24,2002,2002-10-30,0,3, [Guilherme 19']
637,Palmeiras,2,1,Botafogo,24,2002,2002-10-30,3,0," [Darío Muñoz 3', Nenê 4'; Carlos Alberto 19']"
638,Atlético-MG,3,2,Internacional,24,2002,2002-10-30,3,0," [Marques 33', 74'p, Kim 69'; Fabiano Costa 20', Cássio 90+1']"
639,Grêmio,2,1,Atlético-PR,24,2002,2002-10-30,3,0," [Douglas Silva 27'og, Rodrigo Mendes 56'; Fabiano 64']"
640,Coritiba,3,1,Cruzeiro,24,2002,2002-10-30,3,0," [Alexandre Fávaro 21', Lima 86', Reginaldo Araújo 90+3'; Fábio Júnior 7']"
641,Paysandu,1,2,Goiás,24,2002,2002-10-30,0,3," [Souza 52'; Araújo 48', 77']"
642,Bahia,1,1,Santos,24,2002,2002-10-30,1,1, [Robgol 56'p; Léo 90+2']
643,Figueirense,1,2,São Caetano,24,2002,2002-10-30,0,3," [Selmir 14'; Claudecir 24', Robert 42']"
644,Fluminense,2,1,Vasco da Gama,24,2002,2002-10-31,3,0," [César 66', Beto 84'; Valdir Bigode 71']"
645,São Paulo,5,2,Ponte Preta,24,2002,2002-10-31,3,0," [Ameli 11', Luís Fabiano 18', 35'p, Reinaldo Oliveira 43', Kaká 88'p; Caíco 6', Alex Oliveira 81'p]"
646,Paraná,3,1,Juventude,24,2002,2002-10-31,3,0," [Maurílio 62'p, 85', Márcio 78'; Michel 20']"
